,confessions,categories
11,"I'm the OP of #72600 . I wanna thank you guys for the advice, feedback and comments. It really means something. Most of you guys mentioned that texting might be the issue, but that's not what I feel? If he wants his space, I would totally respect that, and I'm not one to double text often. I honestly feel like we don't text so much to the extent that he would need his space? He doesn't work much, so most of his time spent were mostly at home, family, and friends. 
So here's an update about what's going on. Feel free to skip if you are too lazy to read! 

He doesn't really enjoys talking about our personal stuff, and he claimed that he is lazy and said he would eventually tell me slowly and surely. He wants to take it slow and see how things goes instead of establishing any title or be in a committed relationship. I pestered him quite a bit to get him to talk about what's going on. He finally told me he isn't ready for a committed relationship, saying that he doesn't like the quarrels and argument that comes with it. I totally understand it and we have never quarreled before, as I don't like to find fault or confront a person directly unless I really need to. 

Also, I feel like he would not be emotionally available for me. That is fine to me as of now, I don't see it as a big issue as I also feel lazy to share about my personal life unless he asked. I just kept assuring him that its ok to be honest with me if I'm just an fwb, or if he isn't serious with me. I told him that I would rather he be 100% honest with me than to toy with my feelings or led me on. However, he kept reassuring me to trust him, that he isn't toying with me. He claims that he just wanted someone by his side. 

Whenever I tried to make plans with him, he seemed uninterested in carrying out and would come up with excuses. The only time he asked me out, was mostly to stayover. He told me he just enjoy chilling at home with me and watch shows, and that he feel that not having sex is fine. However, it still seems shady right? So now, am i safe to say that it's pretty obvious I probably meant nothing to him, and that he might really be toying with my feelings, and just treated me as an fwb? Or should I just trust him?
","Lost and Found, Rant, Advice, Ask Prof Ben
SHARE:"
12,"i need some advice, i’ve been dating this girl for awhile now, we’re basically like couples now but recently things took a toll and i found out she’s been meeting and contacting her ex. We ended things but I still want this, but what should i do?
","Lost and Found, Romance, Advice
SHARE:"
13,"Is contract jobs the norm now? Been working contract since grad last year, but still haven't gotten a perm job offer...Contract ending soon and company unable to offer perm due to headcount freeze and also, not enough experience for another role in same dept. 
*even if perm, cannot tahan 2 snakes and boss vague instructions.

Getting anxious and unsure of my future  :( went to both school and wsg career advisors but both said nothing wrong with my resume. But still can't secure any interviews.

Sigh pros out there, advise please
","Lost and Found, Rant, Advice
SHARE:"
14,"Honestly as a bilingual Chinese Australian girl who is born in Shanghai and moved to Sydney when I was 13, I'm sick to the death of the divide between Singaporeans and Chinese international students. I came to NUS after finishing my high school in Sydney because why not since some of my relatives from China stay here for background information.

Why on earth does this have to happen? Because of certain norms held that you find unpleasant? Well let me tell you a story, I was bullied in my first year of high school for the exact reasons you guys hate them for. I was mocked for my poor English, the way I dressed, the mannerisms I carried over, I was so lonely and I could only hang out with other Chinese born students in my English as a second language class. I was bullied by Asian Australians who wanted nothing to do with me because they were afraid that someone like me undermined their social standing in Australia. I eventually adapted because in my ESL class, all international students of all backgrounds in my school suddenly started to make friends with each other based on our personalities and who we are as a person, not because of our cultural backgrounds. That way I could finally embrace Australian culture and learn to build bridges between international students in my high school and locals, and realise 'integration' cannot be forced.

Now coming into NUS, I see this very same divide and it reminds me of my high school days. I feel a sense of urgency to bridge this divide as a bicultural individual (well tbh I still find myself more Chinese than Australian because I still dress like someone from Mainland and my traditional values but still pretty Australian in my thought process). Please be understanding of this Chinese international students, they are already in so much financial burden and struggling. We honestly need a dialogue to find a comprimise to bridge this bitter divide.
","Lost and Found, Advice
SHARE:"
15,"Hellu, another NUS Architecture student here, come to share my opinions on this tsunami of a lifestyle we get swept up in. I don’t claim to speak for other Architecture students’ lives and thoughts on this, but I hope my two cents here goes a long way.
On my way home today, I saw an old man. He stood next to a swing for a long while, then sat on it and swung, having the time of his life. I thought to myself, “When was the last time I felt carefree enough to do that?”
As Archi students, our lives and minds are consumed by the work that we do, the never-ending “Project”. Even as I write this, I’m thinking, “How much time is this taking away from my design work?” We push aside issues that most would consider critical to functioning in human society, like politics, socialization, spirituality, and mental well-being just so that we can produce the best spaces for others to live their best lives in. Ironic, isn’t it, that the people who design for other people barely even live like people anymore. 
Some who read this may think, “Oh, these people are just complaining because they lack the rigor to succeed in this profession.” But I think deep down, even the most successful of architects have paid a deep price in their lives to be able to create for the human race. This doesn’t get better when we say to people,” Aki siong ah, wa die lah!”, “Aiya, Aki no life one la!” When we do this, we are trivializing the pains that we go through, turning it into a reputation and a twisted badge of honor to have “survived” Architecture, and people might just assume, after encountering this vicious self-denial we should be able to take this kind of pain forever.
Architects really do put a lot of thought into everything that they create, making damn sure that the people who use the spaces they create enjoy and benefit in ways they might not even realize. For all the non-Architecture students who see this post, the next time you walk into a building that you like going to, try to notice and think about what the architect might have done to make your life within comfortable, your experience enjoyable, and make you come back time after time, just because you “like the place”. For all the Archi students who happen to look up from your models and butter papers to see this, take a little break. Go for a run. Talk to a friend. Go have dinner. Write a weird rant essay like me. Remember to live. Remember you’re a person too.
","Lost and Found, Rant, Advice
SHARE:"
16,"Hi, my name is Myley and I am an exchange student from the Netherlands. I left my netsflash pay card at the maccommons printing area and it has a transformers design. If anyone has seen it, it would be great if you could pass it to me or maybe pass it to the lost and found office in NUS. Thank you! :)
","Lost and Found
SHARE:"
17,"[Lost and Found]
I found this green NUS Diary Yr19/20. Owner is Le Rae or Le Rac. Please forward the message to the owner ( if you know who is the person). Kindly email me at e0191469@u.nus.edu so that we can arrange a way to return the diary to you. I found it on 15 Oct around 5.45pm @ LT11.
","Lost and Found
SHARE:"
18,"I lost a drone (DJI spark, white) around Yale NUS or area between Yale NUS to NUS high on 20 Sept (Friday), if anyone found it please drop a message here! Thanks a lot!!!
","Lost and Found
SHARE:"
19,"hello! idk if this will work but we met three rly nice and funny nus civil engineering guys at f club on friday (i only recall that one of them was wearing a grey ellesse tee & the rest were in collared shirts!) & they had rly funny dance moves and were really nice people (rly rare to see singaporean guys just going to clubs to have fun for the sake of just having pure fun!!) so my friend and i would like to know who they are (ig handles or anything)

ps we went back to try to catch them on the dance floor after we left cause we realised we didn’t ask them for their igs but they were gone :(
","Lost and Found, Advice
SHARE:"
20,"Hi guys I lost my NUS matriculation card on 18TH September 2019 (Wednesday) at either NUS FASS or NUS Computing 1 or outside NUS. I took bus 96 (it was a double decker bus) from Information Technology bus stop to Clementi MRT station. Afterwards, I took from Clementi MRT to Yewtee MRT. Please let me know if anyone finds it. Thank you! ????
","Lost and Found
SHARE:"
21,"At the tender age of 8, I was molested by a relative. It didn’t go further than that because he was thwarted by someone returning home. I escaped to safety.

But I no longer felt safe.

I was consumed by shame, insecurity and fear. I didn’t dare tell anyone about the incident, because I felt like I had asked for it. I’d asked for it by being in the exact spot at that exact time. I’d asked for it by freezing up and not retaliating. I felt like I was complicit ー that I’d allowed myself to be violated. I was afraid that if I reported him, I’d ruin my family. I was afraid that I’d be accused of lying. I was afraid that, somehow, someone would be able to tell that this had happened to me, and they’d know how dirty and broken I was was.

And so I survived the only way I knew how, alone, lonely. I suppressed my emotions and the incident. I breathed no word of it. I escaped through reading. However, from time to time, it’d come back to haunt me. I would be consumed by feelings of fear, unworthiness, shame, guilt and brokenness. I developed many negative coping mechanisms due to my fear of abandonment and need to control everything. These mechanisms developed as I felt helpless from the incident, and was determined not to be rendered that way any longer. These mechanisms resulted in toxic behaviours.

I spent my teenage years people-pleasing, pretending that I was introverted and hence didn’t like socialising. In fact, I was desperate for love and validation. I was always the cheerful one, the dramatic and animated one, the funny one. Even when I was crying and depressed inside, I had on my mask. I was always described as “vivacious” and “bubbly”. I didn’t allow people to get to know the real me, for fear they’d discover how broken and unworthy of love I was. And so, I skipped gatherings and social events. In my way, I rejected others before I could be rejected. 

Many times, I thought of ending my own life. But I never did. Why? When I was 14, I met some very special people. These people showed me that they were willing to love me, warts and all. I finally found people I could speak my truth to. Instead of the judgement I expected, I was received with love and compassion. I was heard and seen, not as a victim, but as a survivor.

20 years have gone past. This year, I finally gained the courage to come out to my parent about the incident. I chose to speak up, as I knew that I wanted to begin my healing process. I no longer wanted to just be a survivor, I wanted to be healed. I was met, not with judgement, but with love and compassion.

I’ve begun seeing a therapist and also journalling to process my trauma. There are good days, and there are bad days. Some days I get triggered so badly and anxiety attacks hit me hard. Thankfully, there are more good days than bad days, of late.

I wrote this entire post, feeling peaceful and anxiety-free.

Thanks for coming to my TEDtalk and allowing me to reclaim my narrative.

I hope my story shows people who have shared my struggles that all of you are seen and heard. I hope my story becomes a page in your survival guide. I hope my story brings you hope today ー that you can still build a beautiful life after trauma, that there are still wonderful humans who will hold space for ALL OF YOU, no matter how broken you might perceive yourself, and that it’s never too late to heal.

Above all, I hope my story inspires you to be a little bit more empathetic and compassionate today. Some wounds are invisible, but that doesn’t make them any less real.
","Lost and Found
SHARE:"
22,"Me and my (ex-?)boyfriend we have been together for 3 years. We loved each other a lot, and even have plans for our future, getting BTO etc. However, things turned for the worst ever since we hit the 1 year mark, where we started to see compaitability issues, different outlook in life. But we tried our best to resolve them, or rather we would just leave it to be. He would often MIA when we start talking about this problem, coming out with excuses to avoid these serious talks. And leave me hanging or upset for the rest of the night.

He went for his exchange earlier this year and mine started on the later half of the year. We had no chance to meet at all as it overlaps, and hence it increased the frequency of our arguments. It surrounded mainly on how I am not prioritising him when he is the one who had no time for me (we only facetime once a month or not at all). He started thinking about a future that is according to his goals, his interest, and not me. What is the most important is, he never provided me the emotional support and I find myself going to someone else instead when in difficult situations. We have very different values. He often say he love me, but never actually act like he do.

So I decided that we had to take a break, that perhaps we will both reflect and be more accepting of our differences, since after all we really do love each other a lot. I brought that up and since then, it was the last time we talked, there was no closure, nothing.

But rather than trying to find a way to solve this, he immediately started using all the dating apps, hooking up with girls and going out on dates searching for a new partner. This isn't considered cheating but to be honest, it didn't feel really good. I took the time to heal and hoping we can get back together or find a way out of this, but all he did was give up on the relationship.
","Lost and Found, Romance, Rant
SHARE:"
23,"Lost and Found headphones on study benches outside LT3. 2 days ago! On Tuesday afternoon I think!

Beats Solo3 Wireless headphones. Matte Black edition I think? It was unattended!

Anyway, I passed it to the Security Post @ E5, and they have passed it to SSC at YIH by now.

https://imgur.com/a/Fw3kD0N
","Lost and Found
SHARE:"
24,"How to empty your heart for another person to enter? 

I have a crush on my friend for about 7 years already. Although the feeling is fading, alternating between liking him and respecting him, I can't help to always want to be updated with his instastories, with his days and emotions. I actually got unhappy when he is with other girls. (But what rights do I have haha) 

So...I have tried to forget him by going on to online dating platforms to get matches but I kept swiping left most of the time ... and afterwards I realised that it was because I was trying to find someone of similar personality as him :(

Ps: ever since I have crush on him, I have already made the decision to not confess because I rather keep him by my side as a friend rather than taking the risk of losing him. 

Not trying to get advice but just wanna post this hehe
","Lost and Found, Romance
SHARE:"
25,"Hi I’ve lost my wallet after gym at UTown abt about 8 pm. I hope I will get back my dark blue Herschel baby through this platform. It has my pink IC and NUS student card inside. Kind soul pls bring it to campus security at UTown. Your good deed will be much appreciated. You can gym with me next time ????????
","Lost and Found
SHARE:"
26,"Hi all, this is REALLY urgent - a friend lost her black Miniso wallet somewhere in the vicinity of Utown, most likely in the dining hall of Tembusu / Cinnamon College. She's not a student of NUS and she'll be flying off to uni in a day. Many of her important cards are inside so can someone please help a sister out and tell us if you've seen her wallet? much appreciated ????????
","Lost and Found
SHARE:"
27,"Found a blue bunny (?) pin at the entrance to B1 of AS4. Could the owner/anyone who knows the other drop a comment so I can return it?
","Lost and Found
SHARE:"
28,"Has anyone seen my orange camouflage-ish patterned Jacket? I seem to have lost it on 23 August (Fri) and I'm not sure where. I was at many places on that day, including LT26, FineFlavors, lounge above Fineflavors, UTown auditorium 2, Central Library lounge, Co-op, Frontier, LT20, and YIH lounge in at order (though there may be places in between I don't remember)
","Lost and Found
SHARE:"
29,"Met this person a few months back. Initial stage was checking each other’s background out and we matched to a great extent so we hung out more. 

But over time, our differences became more visible in terms of what we prioritise during outings. 

When going to attractions, my partner seems to target only taking pictures of prominent backgrounds seen in blogposts of influencers. My goal, on the other hand, is to explore what’s in store at the attraction(s) and create memories together. 

However, it seems that despite talking over this matter multiple times, there’s no indication of change. What’ll you do if you’re in my position?
","Lost and Found, Romance, Advice, Ask Prof Ben
SHARE:"
30,"This is urgent af. I picked up this wallet on Bus D1 on 22 Aug 2019 (Thu) at around 10.20pm at Utown. Can the owner of the wallet please drop a comment here please? 
Much thanks
","Lost and Found
SHARE:"
31,"I always bunk over at my girlfriend’s hall room (she stays in a single room) because I stay quite far away from campus. Unsurprisingly, I left some clothes in her room. A few days ago, I was helping her pack her clothes when I discovered an OCS singlet. Problem is that I didn’t go to OCS and she has no brothers. Does this mean that she is seeing someone else? How do I confront her about this?
","Lost and Found, Advice
SHARE:"
32,"an avp working in one of the big 4 banks had indirectly asked one of my friend to abort their baby after they broke up citing the reason he no longer loves her after he is done making use of her ( he is a poor bloke who was in the midst of his divorce and some asset tussle with his ex wife and my friend had paid for most of the dates and even for the hourly rated hotels) for their love affairs as he is having financial difficulties according to my friend.

I see her being depressed living with the guilt of denying a life as she always yearn for a child, the guy never did followed up with her wellbeing or even offered to cough out the abortion fees, even told her good that she aborted as the baby may not be carried through the full term since his previous baby with his ex wife did not make it as well, she went through the entire process alone and I only got to know the ordeal she had went through after she broke down one night and confided in me. 

I am just utterly disgusted how can a guy be this irresponsible yet still having the time of his life but am more concern how can I be of any help to a friend who is in need now? Will counselling help as she seemed suicidal at times and I am worried for her but I cant do much because she shuts herself off from us most of the time.
","Lost and Found
SHARE:"
33,"To that Malaysian Mech Eng Y1 who I met at Clementi MRT just now, thanks for helping me out. It was very kind of you. 

Didn't really get to talk to you or get your number. Hopefully, you'll see this post :>

Would like to get to know you better if we get to meet again 

Cheers, 
That Malaysian girl from pharmacy who messed up at the MRT
","Lost and Found, Advice
SHARE:"
34,"Found this in NUS. Comment below for me to contact you
","Lost and Found
SHARE:"
35,"Hi, need advise on major declaration. I declared my major with a specialization but im starting to regret on it and want to change it. Does it matter or can i just change it next year?
","Lost and Found, Advice
SHARE:"
36,"There’s this guy I have been dating for 2 weeks, things were going great between and him. We had no arguments, one day he tells me we are not suitable. Reason being he said I reminded him of his ex too much (me and her share the same birthday) should I confront him? Cut his kkb maybe? Help!!!
","Lost and Found
SHARE:"
37,"Hi :-) My friend is getting married soon and has no idea how we (the bridesmaids) should be asking for the gatecrash sessions. We don't want to be too unrealistic, so we're hoping experienced people out there provide us with the market rate :-)
","Funny, Lost and Found, Romance, Advice
SHARE:"
38,"Hi, I am a tourist visiting NUS. But I lost my backpack on 9/7 on an A2 bus, which contains my passport. I have tried to contact the campus security but they said they could not find it on the buses at the terminal. I hope if anyone has found it can you leave a comment so I can contact you? Thank you so much.
","Lost and Found
SHARE:"
39,"We have mutual feelings, we texted every day and one day you decided to stop texting. Everyone around me advised me to not text you, do not start the conversation. I wanted to take the initiative, to make it clear that I am very interested in you. 
Don't leave me hanging like a movie cliff hanger. 
Should I just give up after all the times liking someone for so long, the person just lose interest and feelings in me?
","Lost and Found, Romance, Advice
SHARE:"
40,"Is it a good idea to ask the girl you like: 

""I kind of like this girl, but I don't know if she likes me back. I find her really cute but I'm not sure if she reciprocates"" kind of question? 

I've been talking to a girl, we seem somewhat interested in each other, but I can't confirm. I wonder how she'll react if I throw her that question. 

How would you feel if you're the girl being asked that question? 
How would you respond if you are the girl and you
a) like me?
b) do not like me?
","Lost and Found, Romance, Advice
SHARE:"
41,"I am a guy in my early twenties, i have very low self-esteem and low confidence. I am not very good looking, rich, tall, smart or educated, i don't look my age and often being mistaken looking between 15-18 or even worse. Not taken seriously as always due to how i look, even when i am serious. I have always suspected that my physic is not fully developed, it's pretty obvious. Because of this, it affected everything and anything i want to do. Can someone please advice me on what to do? Should i visit doctor? Visit a psychiatrist? or what? Kind comments and advices are appreciated :)
","Lost and Found, Rant, Advice
SHARE:"
42,"I'm a student from NUS studying some Engineering stuffs. Few days ago was my crush's birthday. Wanted to wish her Happy Birthday and confess my feelings to her. However, she is attached. I'm really lost, don't know is a good idea to confess or not. And recently she went overseas with her boyfriend for holiday. The thought of it really make me upset as going vacation with your partner confirm there is sex involved.

Should I give up or just confess to her?
","Lost and Found, Romance
SHARE:"
43,"I think FOMO is pretty much a self-explanatory issue at this point. But just wanna ask as a general question, when you dont drink alcohol because it’s not allowed in your religion, and your friends are all out being crazy, how much are you missing out? 
I’ve never consumed alcohol in my life and sometimes I wonder how different things would pan out for me if I chose to go down that path, considering all the mad experiences people can go through when they indulge, not to mention all the people you get to meet. Obviously I’ve been to bars la but I think everyone can say it’s not the same when you know you’re gonna stay sober the entire night while everyone else loses their grip on reality.
So back to the question: what exactly am I missing out on? I dont ask this cos I’m considering it but because I want to get a quantifier, like what do I sacrifice when I choose not to open the door to that kind of lifestyle.
Any kinds of answers welcome, whether you do or don’t drink (:
","Lost and Found, Advice
SHARE:"
44,"To the owner of this wallet and student card, I’m not a student from NUS and I’m working in the CBD area. Leave a comment below ignore it belongs to you and I’ll PM you.
","Lost and Found
SHARE:"
45,"Hello, Last Friday night, I lost my laptop (Samsung), backpack (contain my passport), and a water bottle on the open bench beside the security office in E5 Engineering building. I have had reported to security office and NPC already. May i please know, if there is any other places in NUS where i can check for my lost belongings? Thanks in advance.
","Lost and Found
SHARE:"
46,"Hello, Last Friday night, I lost my laptop (Samsung), backpack contains my passport, and a water bottle on the open bench besides the security office in E5 Engineering building. I have had reported to security office and NPC already. May i please know, if there is any other places where i can check for my lost belongings? Thanks.
","Lost and Found
SHARE:"
47,"Hello! I am not from NUS, but today (Sat) while traveling in Prague with my gf, we met a NUS 2nd Year (going 3rd year) Geography student. She is currently on NOC in Stockholm, Sweden and we met during a free walking tour. Well... it started pouring half way during the tour and since she didn’t have an umbrella, we offered her one of ours and I used my poncho instead. But here comes the thing... She kinda disappeared from the tour group (along with our umbrella) and was nowhere to be found. (she could have lost the way while we walk from point to point.) By the time we found out she wasn’t around, it was too late.
The chances of us getting back our umbrella is pretty slim, given that she is heading to Poland tmr, and back to Sweden on Monday. We will also be leaving Prague on Monday...
But just hoping that if someone happen to know her, can you direct her to us? We will hope to at least hear from her. Thank you.
","Lost and Found
SHARE:"
48,"Found a set of keys on Thursday 20 June 9:07am on bus A1 at the right window seat closest to the standing area. Comment if it's yours and I'll pm you.
","Lost and Found
SHARE:"
49,"Hi everyone! Would need all of your advice and appreciate it very much. Currently, I'm an undergraduate in Accountancy and recently, I was awarded a healthcare (allied health) scholarship to study overseas. I really liked working in healthcare however, my ultimate goal is to achieve a high paying. I did my research and know that accountancy could possibly provide this route as compared to allied health. Which one will you choose if you're in my position?
","Lost and Found
SHARE:"
50,"I’m a Singaporean, always will be. But I have grown up half of my life in Melbourne. Currently I am studying in Monash but have reached out to Singaporean international students society to keep in touch with my roots more.

My story is one that’s is unique, I lived and settled in Box Hill (the largest Chinese Australian community in Melbourne), as a result I had very little angmoh friends and most of my friends are either ABCs or Singaporean students.

I am so saddened to see how many Singaporeans are ashamed of their identity so much that they will fake accents once they go back to Singapore for a holiday, not most Singaporeans overseas but a lot. Why? Life is so tough back home? I get it. But I don’t have it easier as I went to a selective school here, added the fact that I deal with everyday burdens of getting good grades and the pressure to assimilate (to find the best of both worlds). Try to have some contentment with your Singaporean identity, a few of my ABC friends tell me they want to move to Singapore because it meets their needs of balancing Asian and Western culture together.

But that said I do find myself in a dilemma where I am confused and conflicted about my cultural identity. Singaporeans find me too ‘angmoh’, angmohs find me too ‘Asian’ while ABCs see me as ‘Nick Young’... like what lmao. I do find myself being able to connect with both Singaporeans and ABCs but I feel like I can’t truly fit into either groups. So who am I? Which group do I belong to?
","Lost and Found, Rant, Nostalgia, Advice
SHARE:"
51,"Help!!! I lost my blue coloured card pouch containing my drivers license, dbs bank card, nuh access card and ezlink card at NUH Tower Block on 27 May between 4-6pm, pls contact me at simin.lee@gmail.com if you see it!!
","Lost and Found
SHARE:"
52,"I lost my NRIC (Sxxxx525F) on 7th May (Tue) around 7-7.30pm after my paper at MPSH 1. Please contact me via e0006929@u.nus.edu if you have seen it. Thank you!
","Lost and Found
SHARE:"
53,"I used to be a regular at the NUS Biz Western Stall. The couple -- Edward and May -- is well-known is many of us. I left Singapore last year; heard of Biz canteen closure. Want to reach out to them to send a thank you note and a gift. Anyone has their contact or suggestion to reach them? -- Nostalgic NUS alumni in the US
","Lost and Found, Nostalgia, Advice
SHARE:"
54,"I found a DBS Visa debit card belonging to ""Wu Bin"" in the PGP GSA lounge this morning. Please proceed to PGP Fire command centre (with valid ID proof ) to collect it immediately.
","Lost and Found
SHARE:"
55,"Hi, I found this notebook late last night at utown green. It’s with utown security next to Mac commons.
","Lost and Found
SHARE:"
56,"[LOST A BLUE WATER BOTTLE AT UTOWN FINE FOOD]

Hello, I have lost a 1-liter water bottle, blue color, have NUS logo on it today Sun 05/05/2019 around lunch time at UTown Fine Food (The first canteen from UTown bus stop). 

I used the bottle to chop a table near the Indian food stall where a group of 4 students (2 girls, one of the girls was wearing a white T-shirt, the other girl was wearing a floral brown shirt and a white short if I'm not wrong & 2 guys) was about to leave. I got ask one of the girls whether they were abt to leave. The girl said yes so I put my water bottle there & go queue at the stall nearby. When I looked back a while later, they have gone together with my water bottle. I have desperately run around for an hour & tried to find for it but it seems to be hopeless.

If anyone accidentally took it, please return to me (you could like or comment this post & I'll pm you). The bottle is very meaningful to me & I really like it. I'll compensate you for that. Thanks a lot in advance!
","Lost and Found
SHARE:"
57,"We boarded the bus together at Heng Mui Keng Terrace bus stop. When I first saw you, I thought you looked like you were hungover, and that you overslept. Your eyes were bloodshot red and your clothes were unkempt. We took the train at Haw Par Villa towards Dhoby Ghaut and sat across each other. Then, I started noticing that you were crying - your tears were rolling down your cheeks onto your shirt. You tried to keep it in but your weeping was audible. I wanted to pass you a pack of a tissue, but by then, there were a lot of people between us and I didn’t want you to feel like you were making a scene. You kept controlling your tears throughout the ride, occasionally looking up from your phone. When I was going to pass you the tissue, you were already standing up and alighting at Bishan.

If you’re reading this, I’m not sure what you’re going through, and I’m not going to say I know how you feel - but I just wanted to let you know that it’ll be okay. Everything will be okay. Please take care of yourself. :) if you need to talk to someone, please seek help. Have a good weekend ahead!
","Lost and Found, Advice
SHARE:"
58,"Did anyone pick up a small black earphone pouch on D2 or at Computing? I lost my earphones. It says shure on the cover. Please comment and I'll pm you. Thanks a lot :(
","Lost and Found
SHARE:"
59,"To the person seated at Seat 356 for MA2104 finals, I've found your matric card and handed over to the prof.
","Lost and Found
SHARE:"
60,"What are the most useful and popular portals for job application? Been using Jobstreet and CareerGov but not getting much calls. I also use NUS job portal but most postings are not applicable for me. Not sure if my resume suck or current job market is bad... 
","Lost and Found, Rant, Nostalgia, Advice
SHARE:"
61,"Did anyone see my econometrics notes file at the back of the hall after MPSH5 after the EC3304 exam at 1pm? If anyone has it could you kindly contact 8779 0188? Thanks lots :)
","Lost and Found
SHARE:"
