,confessions,categories
10,"I don’t need troll comments. Please. All I need is genuine advice. What should I do? 

I am really still a virgin girl. I sleep with teddy bears and dolls in my bed. I never got hugged to sleep. I never hugged a living,breathing human being to sleep. I never cuddled with anybody under a cosy blanket. My life is always super simple, I just go to school study, graduate, and work in an office (of course I’m not saying where I found employment as this is strictly anonymous) and I never check anyone’s text messages but my own. 

Is this why (not sure why, that’s why I’m asking, it’s open to discussion really!) I have “no feelings”? 

I feel nothing. Nothing! 

Other girls with sexual encounters already are extremely different from me. They naturally bawl their eyes out at sad romantic movies, while I can’t understand what romance is. They just feel touched enough to cry whenever something sad/moving happens between the man and woman on film. All these complex emotions.......while I’m trying my best to feel what it’s like to be even loved in the first place??? 

I watched as those with proper boyfriends check on their texts to make sure they aren’t cheating/texting their exes? But I don’t have a single shred of love in my life, so I don’t get why people can get so paranoid? Some even worry about their boyfriend not texting back in a minute (?!) and I’m like.....sometimes my sister doesn’t reply for the whole day and I’m like okay with it? 

But I don’t like myself this way. I desperately Want to change. I want to stop being someone with no feelings. I want to experience love too. 

I am on dating apps but no stranger ever asked me to even meet for a one night stand. I also go clubbing but Nobody asked me to go home with them after clubbing. 

Hypothetically speaking, if let’s say I begin to go on one night stands and actually have some form of skinship, I will also experience what love and romance are right? When it comes to songs and movies, will  I also feel so touched that I cry? 

I really never cried at a single song or movie before. What can I do about this?
","Rant
SHARE:"
11,"Its been 12 years since we first met. The first time I saw you, I froze for a few seconds just thinking of what an angel you were and how happy I would to just be your friend. You were absolutely perfect and honestly, out of my league. 

As months past, we got closer and began hanging out on our own. Somehow you started coming to my house and spending time with me despite your ridiculously tight schedule. I thought you were just fooling around and so I didn't put my all into it. I was always half hearted for I feared of getting myself burnt infront of a ""too good to be true"" perfect mate. 

I guess you grew tired of waiting and hinting, that over the years we each met our current partners. I told you I missed you then but I guess it was too late. It's been 4/3 years since each of us got married respectively but not a single day has passed for me without thinking of you. 

I love my current partner and am responsible for our marriage and will not do anything to jeopardize it, but my heart still yearns for you every day, every minute, uncontrollably. I hope you have found your 100% happiness with your partner and will never look back. 

希望你以后不会后悔没选择我...
","Romance, Rant, Nostalgia
SHARE:"
12,"To the girl who cheated on me, 
I was fine with us staying as friends without having any special or romantic relationships with you as I knew that I had never stood a chance to be with you. Yet you took advantage of me and played with my feelings. I fought for our relationship when things were not stable but you decided that everything was not worth it and that it's better to play around with others. You cheated on me before we even broke up. I wouldn't mind if we broke up and you find someone else right away since it would have nothing to do with me. But even if you were set to find another guy to play with, you could have waited till we broke up before you put it in my face that you have someone else in mind. 

Now we are just acquaintances but I hope that one day you would cherish the guy that loves you as much as you love him.
","Rant
SHARE:"
13,"Is this normal? I think my infatuation is really serious. Initially before I like my crush I thought that he is an average normal guy. Ok looks, kind of skinny and not very tall. Doesn’t dress well and not particularly attractive. 

But about 1 year of frequent interaction with him, I’m starting to fall for him... falling really hard. He has not changed a bit in terms of physical appearance. But in my mind he just seems to be 100x more attractive than before. Everything about him just seems perfect suddenly that it doesn’t even make sense. I can’t function around him because of how attracted I am to him but I am quite sure he isn’t my type of handsome... 

any tips to snap out of it fast before it is seriously affecting my daily life :/
","Rant
SHARE:"
14,"Dear guy
We decided to end this relationship. No, i think u decided to end it before i did. It doesn't matter anymore. You gave up too early, way too early. That made me sad. I was ready to keep trying as long as you are sure about me. But i could feel that you wasn't. All those harsh words u said to me. I thought u were only joking and that u didn't meant it. Only now did i realise that you had wanted to end it long ago, but u continued because u feared that i would be sad, because you saw how happy i was. I had seen u being happy with me. Was that a lie?

Have you seen the effort i put in, to try make you happy? I buy small stuff for you to show my support as you get through the tough and long hours of work. If i could, i would have cook or made something for you. I try not to complain or show negativity because I know how draining it gets when one is tired. When you are sick, all i wanted is to see you to ensure you are really okay. How many times have i boarded the train to your station, only to turn back because I knew you wouldn't have wanted me to do so. I brought you to meet my friends because i want you to feel assured that i wanted a future with you. How i wished we had more chance to have double dates. I took time out to meet you even though i was so tired and not feeling well. How many times did i crash in my bed the moment i settled down at home and yet i sounded so energetic in my texts? How many times do you know i was unwell and stressing to get myself well again so that we could meet as agreed? How many times did i thank you because i was afraid you would think that I'm taking you for granted. 

But how many times did you appreciate what i did for you? How many times did you encourage me when i felt like giving up.

All these because I want you to feel loved. But I didn't know what i need to do to make you happy. So i tried every possible ways i could think of. 
How many times did i reach out to you to communicate with me. All you did was to crack some jokes or change the topic to ignore my question. How much i wish to know more of your world and what you have been through - the good the bad and the things you did - the good and the bad. 

We both lost in this relationship. We lost to communication. 

And then it came to me that the best way to make you happy is to end this, no matter how much i didn't want to. I need to set you free. 

Maybe you were also disappointed in me in some way. But that i will never know. I'm sorry. I love you.
","Romance, Rant, Advice
SHARE:"
15,"I can't help but feel that I'm being made use of. When you need me, I'll help you, I'm always there as your ""back up"". I can and will never say no to you, and you know that. You can hang out with your ""friends"" until 2 or 3am, but I need to be home by 10. I can never do what I want because I have to think about how my decisions affect you, whereas you just do what you want. I'm tired, tired of always putting you before me. I desperately need some sort of relief.
","Rant
SHARE:"
16,"I am thinking why does it seem that with social media we have lost our privacy. Our friends will know what we are doing. It feels as if we are constantly being watched. Is that spotlight effect or in actual fact no one really cares.
","Rant
SHARE:"
17,"Sex before or after marriage, why does it even matter? 

If one takes a scroll through the comment sections of posts with the word “virgin” or “virginity” inside, the common consensus of those commenting are “its the 21st century why are you being so narrow minded”, or “go to IMH and seek help la”. The idea of pre-marital sex is oftentimes ridiculed on this platform, albeit sometimes there are neutral parties who rightfully so, asks the OP to “respect the partner’s wishes”.

Here is what i think about this issue, and if you frankly don’t care, feel free to scroll past this post. Firstly, I fully agree that virginity is a social construct, and deeming females as impure just because they engage in pre-marital sex is a ridiculous notion. However, I strongly believe that if someone wishes to date a virgin, or subscribe to the idea of post marital sex, their concerns and requirements should be seen as valid and acceptable, and not subject to ridicule as seen in the recent posts. 

As mentioned earlier, virginity is a social construct where our perspective on it is shaped by our education, experiences, peers, school, family and most importantly, oneself. So why are we trying to put people down with differing opinions and legitimate concerns? Why are we not more accepting of the differing ideas and moral values of other people? While i strongly disagree that pre-marital sex makes one impure or immoral, I find it shocking that people are labelling OP’s with differing opinions as “lonely and virgin forever”, or “crazy go to IMH la”.

And to those OP’s who are trying to convince their partners to change their mindset, please do so in a respectful manner. Like I have mentioned earlier, one’s perspective on virginity is based on a multitude of factors, and just because you are horny does not mean that she’s crazy or too strict. Please support your partner fully through this transition if that is really what you want, or respect each other’s wishes and wait.
","Rant, Advice
SHARE:"
18,"I am a NUS student who frequently comments, likes and engage in NUSWhispers posts. 

However, I am concerned about the amount of non-NUS students “polluting” the posts. Be it commenting or submitting anonymous entries. Shouldn’t NUSWhispers be limited to NUS students or staff? 

When I check the profiles of some top commenters, it seem like they came from some ulu uni that their parents paid for or middle age people trying to stay relevant on Facebook. 

Why not create your own non-NUSWhispers page? I don’t understand how can one be so thick skinned.
","Rant
SHARE:"
19,"This is not a troll. 

Been with my gf for the past 3 years. She has never allowed me to have sex with her but we only do mutual masturbation.

Throughout the relationship, I initially was angry at the fact that she couldn’t provide that but slowly I grew towards the point of buying sex toys to satisfy myself alone at home without her knowing.

Slowly and gradually, I slowly lost that sexual spark that I see in her. Sometimes when we do mutual masturbation I just go limp. I cannot image myself doing it with her anymore.

Please help me some advices regarding this. I have never cheated on her before also.
","Romance, Rant, Advice
SHARE:"
20,"Is it acceptable that two core modules that you have already enrolled in **suddenly** clash due to one module's dozen+ lab slots collapsing into 2 (probably because of low enrollment) which *just so happen to clash with* the other one's fixed lecture slots? Or am I rightfully mad?
","Rant, Advice
SHARE:"
21,"Wonder if there's a way students can report profs or staff anonymously. But probably won't be taken seriously seeing as the profs have tenure or are justified because of their ""research"". Really want to warn (prospective) students: don't do PhD in NUS Chemistry. Don't do undergraduate Chemistry in NUS too. If they don't care about their higher level students, they definitely won't care about undergraduates. Just avoid Chemistry department for the sake of your sanity and mental health. Environment is toxic all around. Existing staff should really take a good hard look at themselves.
","Rant
SHARE:"
22,"I was wondering just how many of you/your friends have experienced bosses who get angry when you want to take leave. My friends have encountered such a person and their bosses reply passive aggresively or sarcastically whenever they request for leave.

I get that we're entitled to those 7/14 etc days of leave but still-

Kind of worried this is a common thing in SG and just how common is it really. 
How do you guys feel about it? 
Does it feel harder to request for leave?
","Rant, Advice
SHARE:"
23,"): Didn't know a CAP 5 with 6 graded mods (4 from host faculty) is not enough to get on the SOC dean's list. Hope I have another shot at it this sem before I graduate.
","Rant
SHARE:"
24,"When is the right time to tell the other party your expectations? Right before getting into a relationship? Before you even start dating? Or during? 
What if I have a major point like 'I'm not looking to start a family', doesn't it sound right to say it even before I agree to date so we don't waste each other's time? Or how to even tell the guy that I expect lotsa and lotsa intimacy in this relationship cuz that's important to me like how does a girl even say that to a guy?? 

Ok rant finished. Any ideas? LOL
","Rant
SHARE:"
25,"I feel that the school management really doesn't know and doesn't care about what we need on campus, especially food and drinks. When they had the opportunity to do so for the newer shops, they made some really weird (and bad) decisions (look at clb, biz, utown).

Vegan options are few. Expensive/atas-looking options so many. I think I can speak for the majority of us when I say that we really dont need so many weird (or the other extreme: repetitive) concepts to open on campus. We need honest vendors who are good, reliable, and relatively affordable. 

The stalls and vendors who make it a point to price their food and drinks affordably are so underrated. Cheap and good needs to be appreciated so much more, and I genuinely hope they dont get a hard time from the school landlords.
","Rant
SHARE:"
26,"A first year IS grad student going to 2nd sem here. So frustrated with the module bidding process. We are to take 10 mods for grad requirement, but the dept only has 6 mods in total. In comparison, the CS dept has so many more grad level6k mods. Why 20+ IS Profs can only churn out so few grad mods???

Furthermore, some smart person decides that phd supervisor's approval is needed before one can bid for mods. It is already hard for IS grads to find cross-faculty mods (most depts don welcome grad students from other depts) and this new policy is not helping at all. More importantly, if the undergrads can be trusted to choose their own mods, why can't grad students do so??? >___<
","Rant
SHARE:"
27,"It’s 2020 and I cannot hold it anymore. This has been bothering me since last semester. I played a nasty and despicable trick in order to get into the dean list. I feel like confessing here because the guilt is eating me alive every night. I can’t believe I did THAT to bring down my cohort peers. Please do not judge me; I’m really here to share my stories. So where should I begin? 

Last semester, I had four finals. I remember I studied till very late and I snack a lot. Like literally a lot. I swear I ate a house full of chips, cookies and some sugary candies. I was so hungry while studying in UTown. I stay in a hall by the way. So what happened was that I had a bad stomachache. I couldn’t unload my faeces naturally. It feels like entering the JB custom - always jammed. The night before my first paper, I did not shit. I hold my shit throughout the examination as I was so stressed and worried for my paper. I silently farted and I think it affected the people around me so badly that they were complaining to the invigilators. I even saw the guy beside me almost vomited by giving an awful expression. It hurts me so bad that my farts are making people around me uncomfortable. I tried my best to hold them but I couldn’t. I kept letting waves of smelly farts during the whole duration of the examination. As a result, some of the people around me did not complete their paper and submitted half-answered paper. I glanced and I saw. I was so remorseful about this. I observed the same trend for the other three papers. I told my best friend after this. She told me it was not my intention and I shouldn’t feel bad about it. As a shy girl always, I don’t know what to do. 

Although my stomach is feeling way better now after the exams, I’m fearful that the same shit will happen again in this new coming semester. I’ve two finals this time round though.
","Funny, Rant, Nostalgia
SHARE:"
28,"This is not a confession, more like an outlet because I don't know who I can tell in real life.

My dad is having an affair and has no plans to break it off with the sl*t. My dad knows that my mom knows, and he wants to tell my sister and I (I'm the older one). As of now, he doesn't know that I know.

I feel so heartbroken for my mom and for my family. How could my dad do this? I absolutely do not hate him, but he has deeply hurt my mom, myself, and my sister when she comes to know about this. 

And I just feel so angry when I think about the b*tch who sticks to my dad like a leech. Yes, it takes both hands to clap, so obviously if one hand decides not to clap then it won't, but that's not the case here. 

I just feel extremely sad.
","Rant
SHARE:"
29,"I’m best friends with this guy - we meet so regularly and text so much and I love it. I love him. In a platonic way. Recently we had this idea of making a bucket list sort of thing together. Things to do in 2020. And it was all going well until we actually made a physical list (on WhatsApp). And he created it with the title Dates ....... I have no idea how to feel. I mean I want to ask him why he labelled it as dates but I also don’t want to make it awkward for nothing. Is it a big deal? can the word date be platonic? Am I overthinking this? I don’t want to lead him on but I also don’t wanna be extra when maybe he’s just calling it dates for the heck of it. Please help. Sounds like a small issue but I don’t know whether it’s normal so it’s making me freak a little. Thanks x
","Romance, Rant, Nostalgia, Advice
SHARE:"
30,"OMG I just wanna say I fully agree with the post about the harsh girl in the comments. I mentioned her name once - her full name, and the confession post did not get published. All this while, while reading confessions I noticed that her comments were not only harsh but more often than not, unnecessary. You come from a place of condescension... and it’s very clear. Maybe you genuinely want to help because of this bank of life experience you have, and you probably know you’re above average looking and therefore would get more support likes-wise and so yes it emboldens you to comment freely. HOWEVER, take caution and be kind, you’re still young, and you may not have as much going as you think. You are entitled to your opinion, but you have to drop this mindset that you always hold the right view lol.
","Rant
SHARE:"
31,"Adding on to confession #74830, for those of you out there who wants more tea. There’s this top fan of NUSWhispers page (a guy) who comments on this page quite often. Usually his comments are posted on confessions about r/s and advising others on their love problems. Occasionally flaunting how well he treats his girlfriend and how he maintain his r/s with her.  But y’all know his profile is fake one anot? 

He literally using two accounts, one as the girlfriend (operating it himself/herself) and one as the boyfriend (operating himself/herself too) And the two accounts always tags each other on different post etc etc and it’s quite active de leh. For example he post a status, saying how cute his gf is. His gf will reply to that post wor. But actually both is same person, he talking to himself only. Actually hor, the photos he using for the guy profile and girl profile is this couple from china. He still happy happy everyday say his girlfriend very pretty woh. You all know who? 

The real couple of those photo he use was literally in china the whole time in december, but he stole their photo and reposted it using the ‘girlfriend’ fb account to say she went paris leh! Paris in where? Singapore ah? Since he doing this kind of thing to himself probably at home in singapore. 

That day he also commented on a mothership post saying his gf pretty, i exposed him and ask him why he using other people photo and having literal split personality by replying to himself using two account, he straight delete comment bro. You all got any idea is who?? ;)
","Rant
SHARE:"
32,"Just want to rant a bit.

So I find it unsettling that companies are applauded for stopping to give away straws or plastic bags. I mean aren't they the ones benefitting the most out of this. 

First, I believe companies could reduce some cost from this campaign(I know the amount is insignificant but money is money). Second, they could gain some PR exposure out of this. I am not saying that I disagree with the campaign but they are the ones offering those things in the first place as some form of ""complimentary service"" to the customer, so technically omitting those ""complimentary service"" (and not giving away alternative in place of this) only benefit their side.

If these companies would say like they would donate the money that they could have used for getting those straws or plastic bag then that is something that could be applauded but I have never heard something like this before. So I guess the whole stuff more like PR campaign?

What are your thoughts?
","Rant
SHARE:"
33,"I don’t know who needs to hear this but: 

Just because your friend/classmates helps you with studies a lot OR you help someone with their studies a lot doesn’t mean they like you any way other than platonically. It’s YOUR choice to spend half your time helping them out and it doesn’t make them obligated to feel anything more than friendship with you. Don’t assume they do/they should like you unless they say so!
","Romance, Rant
SHARE:"
34,"A vegetarian graduate student in NUS. Any fellow vegetarian or vegan has difficulty finding food options in NUS? I remember that there used to be more options available. Now, places such as YIH is totally devoid of vegetarian options
","Rant
SHARE:"
35,"Eh i used to be someone who comments a lot on NUSWhispers but when I started reading some of the harsh comments that people reply to posts I damn Pek Chek that some commenters are really damn insensitive and harsh. ESP this girl Whose name I shall not write. You’re pretty, I’ll give that to you, but your way of thinking is damn harsh, I hope you’re not in any social work or any professions that need empathy Sia. 
Please be kind leh people, the world is harsh enough. You can say whatever shit people need to hear but say nicely la
","Rant, Advice
SHARE:"
36,"So I didn't grow up in a well to do family. I remembered I asked my mum can I get a 西游记 (Journey to the West) when I was young. She couldn't buy it for me because she rather spend the money on more useful stuff. I didn't get much toys when I was young either. I played with books that my Sister read. I only got two toys when I was young. A toy car and a mini cashier. I still had it till today. My army mates asked me about the stories of those Disney cartoons. I couldn't answer because my Mum didn't subscribe to any disney channels as I was not well to do. So I watch Channel 8 dramas and that was my childhood. They said I got no childhood, laughed at me for not knowing what they were talking about. I have childhood. My childhood was so much better than you. My dad brought my to fishing. My mum brought me for window shopping. My sister going on a breakfast with me on a Saturday. I am always rich, because I have my family constantly by my side. I do not need to substitute solitude with cartoons because my family are always there. Dont say I got no childhood. In fact, you are the one without.
","Rant, Nostalgia
SHARE:"
37,"Anyone has to live with an older sibling who is much older than you but just cannot be bothered with their own future and yet imposing on you? Cant even buy their own clothes in their life, or shoes, or even get a mobile phone line or their own insurance plan, because they say they ""dont know"". Even job interview i also must accompany them until the door, as instructed by the parent...you have to accompany them and do everything for them. One who cannot be bothered abt own health and gorge themself with junk food and fried skin to an unhealthy weight. Whenever you try to correct them, they yell at you, so that the parent will come in to scold you. Every single time, your parent will scold you for them. Sometimes even beat me. These are just the little problems. There are more major problems that are too sad to discuss. But you know. I envy people with siblings who are normal. My sibling is behaving like this for decades. Prof Ben, people always seek advice abt sch and career from you. But can i ask u abt this family matter? It has been many years and every time i get more upset and resentful why i have to be the stressed one out for my much older sibling...what can i do?
","Rant, Advice, Ask Prof Ben
SHARE:"
38,"You seemed to have moved on fast in a month even though you claimed no 3rd party at the time of our break up. An overseas trip together? how sweet. Karma to you, babe. 
- Broken hearted fool.
","Rant
SHARE:"
39,"I have a problem with my girlfriend and am unsure whether to break up. See, we have been together for some time and it was rather smooth sailing. However lately, she started getting paranoid about lying after seeing some of her cousins’ relationships wrecked because of lying. She even demanded that whoever caught lying in our relationship will be fined by the other person. To reassure her, I agreed.

Then for some ridiculous reasons, she started fining me a few times for “lying”. The most ridiculous fine was when I blurted out during an argument that she spent more time meeting her good guy friends than meeting me. She said I was lying because I didn’t take into account the other time she spent thinking about me but choosing to compare only the time physically meeting. 

I was incensed and demanded that she give me a breakdown on how much time she spent thinking about her good guy friends compared to that spent thinking about me. At this point she said she can give me the breakdown, but she counter-questioned me about my intentions for asking and implied that I don’t trust her even though she always has my back blah blah blah. She still refuses to give the breakdown. 

Should I get out of this relationship? I know I probably still have value on the dating market because some other girl has persistently pursued me (but she has money management issues). But after all, my gf and I have been together for some time and we are familiar with each other. I would rate our rs as a 7/10, but her increasingly paranoid and controlling manner is making me reconsider. Should I break up with her?
","Romance, Rant, Advice, Ask Prof Ben
SHARE:"
40,"I have a habit of going after girls who are attached and persuade them to cheat on their bfs. It all started when I myself was cheated on by my ex-gf.I’m quite surprised that some of them agreed to it. I do feel satisfied when their partners found out about it but at the same time I do fear of being involved in a serious/monogamous relationship, it seems to me nothing will ever last and it’s hard to trust anybody after doing what I did. 

Does anybody else have the same fear of being committed to someone in fear of being cheated on or played out ?
","Rant, Advice
SHARE:"
41,"I see many people recommending volunteering to meet new people etc. But honestly I personally cannot fathom how people can like, voluntarily do volunteer work (if that makes sense), because my volunteering experience in school from CIP has totally made these activities feel repulsive. Being forced to go for these CIP activities and having a quota to reach is already bad enough, but what makes it worse is the actual volunteering experience. For example, in old folks' homes and nursing homes, you have to somehow interact with all these old and sick people; the extreme awkwardness is one thing, but another thing is that you know that their physical suffering is definitely not going to be reduced by simply having volunteers there and it just makes you feel so helpless. Then there's the kind of volunteering that is just saikang, like cleaning stuff and house painting. For house painting, I had a personal experience where the person whose house we were painting clearly wanted us to stop and kept telling us nicely that the painting looks ok and we have painted enough. It clearly feels like we are just wrecking her house and looking at our slipshod paint job (cos we aren't professional painters after all) only emphasises this feeling.
","Rant
SHARE:"
42,"Lmao singapore's cancel culture be like

NUSWhisperer: I'm slowly feeling this disconnection with my gf/bf. I still love them and want to be with them but I'm afraid that I'm not being the person my partner deserves. Any advice?

Commenter 1: just leave them. They don't deserve you.

Commenter 2: like that how to be in rs lol

Commenter 3: hope your partner dumps your undeserving ass

LOL yall toxic af. Relationships not gonna be all smooth sailing. It's not gonna be like some ideal fairytale where nothing can go wrong. Love comes with effort and if the person is willing to put in that effort to try to fight for this relationship then why yall gotta be so negative towards them. Sure, some people don't experience such problems but don't invalidate people who do. They wanna change so that they can be a better bf/gf and love their s/o the way they should be loved, so what's w all the negativity? Isn't that what true love is about? Not saying those who really genuinely tries to give the person solid advice but those who think they can just tell people to break up with their s/o like that.
","Romance, Rant
SHARE:"
